,Review,Rating,hotel_name
7050,Very very Nice hotel .. It has to be a 5 star hotel in reality .. Everything is excellent .. Staff is very co-operative. Food quality is excellent but lil bit expensive from my point of view .. Specially indoor games are good ...,5,Ocean Palms Goa
7051,"The property is good, location is amazing almost every near by and staff is very hospitable. Recommended for family also.",5,Ocean Palms Goa
7052,Awesome experience. Nice economic hotel to stay. Will prefer to stay anytime I go to Goa. Services are awesome. Facilities are good. Staff is very helpful. Breakfast and dinner is awesome. I like to visit here again.,5,Ocean Palms Goa
7053,A ok ok hotel with late service. Toiletries provided were very limited.,3,Ocean Palms Goa
7054,So I went there with my wife to celebrate our anniversary and the stay was totally worth it. The location was perfect. It was near to the Calangute and Baga beach. Also the restaurants and market was just a walk away. Food was pretty descent. It could have been much better. The service was good and the staff was very jolly and helpful.,4,Ocean Palms Goa
7055,Not worthy enough to stay.,3,Ocean Palms Goa
7056,"Superb stay excellent food, nice ambience, good service",5,Ocean Palms Goa
7057,Nice hotel service and Quality if rooms and food,5,Ocean Palms Goa
7058,"It's a good property with helpful staff. Although they limit the facilities provided in the baths and bedrooms. Overall we are having a good time, location of the hotel is good too with a busy Road as we step out. Value for money.",4,Ocean Palms Goa
7059,The resort lies at the heart of North Goa. The ambience is superb and we just loved the behavior of staff especially Mr. Surajit. Will definitely recommend it to all my friends and family.,5,Ocean Palms Goa
7060,Everything is good. Value for money. Very nice.,5,Ocean Palms Goa
7061,"Very pleasant stay, staff are nice and very cooperative, good location.",5,Ocean Palms Goa
7062,Highly recommended for everyone.,5,Ocean Palms Goa
7063,Rooms is very good and food is too good.,5,Ocean Palms Goa
7064,"Nice hotel and good service.
OK very nice hotel and their service.",5,Ocean Palms Goa
7065,Location is good cleanness and staff hospitality superb. Happy to stay with family.,5,Ocean Palms Goa
7066,Nothing wrong about hotel. It's good and at a very good location. Some minus point - Swimming pool is little bit small and always prefer balcony room!,5,Ocean Palms Goa
7067,Wants more stays in Quality Inn.,5,Ocean Palms Goa
7068,"Courteous staff, polite and cooperative. Excellent location everything is next to door. Buffet breakfast was good and variety was available. Although the food was good but it was more of South Indian flavor (in parathas, Alu Puri, Chole bhature).",4,Ocean Palms Goa
7069,I have said before that the property could do with a bit of a spruce up on its I exterior and the Quality and variety of f and B.,4,Ocean Palms Goa
7070,"Service is average, property is good n location is above average.",3,Ocean Palms Goa
7071,"Great hotel, very good and friendly staff, super food, the breakfast was the most admirable.",5,Ocean Palms Goa
7072,"Greta location, near by beach, good breakfast, family friendly, overall nice experience.",4,Ocean Palms Goa
7073,But hotel staff is too good we enjoyed.,4,Ocean Palms Goa
7074,"If there was a word to describe the stay it would be “disgusting”. I had booked a Suite Room for the long weekend in Aug for 4D/3N three months in advance. I have been enquiring with their reservation desk prior to booking as well as post-booking to rule out any advances and was told that the best rooms on offer were the suite rooms. On checking-in, the look and feel of the entire property itself were very dated. I had to park my own car in their tiny parking space already fully occupied by 2-3 more cars and no valet service available. On checking-in, on entering the so-called suite room, felt have entered an apartment 50 years old with dirty linen, old wooden furniture, and rusted balcony rails. To top it, the washroom was as tiny as you wouldn’t even imagine in a suite. House-keeping told the AC would take 15 mins to cool. Wow! Truly felt like a Maharaja for the entire experience. On confronting the hotel reception desk, was assured that they would shift us into another block the next day in so-called Suite Superior Rooms(Ironically the category of the room itself is not advertised on their website). It didn’t have any feeling of 4 star(as claimed by Hotel). The entire hotel had such a negative vibe had a difficult time spending the night there. I was sure to leave the place, inspite if being offered another room. Being a long weekend, reservations in another hotel were full but was lucky to find accommodation in nearby.",1,Ocean Palms Goa
7075,"Rooms were spacious and clean. Food is also good. However resort is very small, I would say it's actually a hotel with a small swimming pool. So, little overpriced.",3,Ocean Palms Goa
7076,Good value for money. Near to Beach,4,Ocean Palms Goa
7077,"Undoubtely best experience.
Overall experience was good.",5,Ocean Palms Goa
7078,"I stayed in this hotel for 5 days. I especially booked pool side room. The location of this room was good but the room was small and was room was very small. Hotel room service was good and appreciated. But the hotel gallery was a completely mess. Now when I entered into hotel 25 November at the reception, the reception guy started welcoming us in a harsh rude way and started explaining rules send regulations of hotel in a very rude manner. Which is totally not expected. Second thing is the worst behavior that I had seen of pool side attendant. He was so rude even after complaining, he was reacting in a same manner. If you don't want your pool to get used by anyone why the hell are you making it and taking so much money for the same. That guy behavior was pathetic. Overall experience is 2.5, hotel location is good, service is good, food is very good, pool management is worst, cleanliness is poor. Welcome was very poor, rooms were small in size. Please if you are taking so much money in the name of hospitality than at least give some service to your customers.",3,Ocean Palms Goa
7079,Ocean Palms is centrally located property well with in close proximity of all the malls and shops. Also on the main Calangute and Candolim Road next to Decathlon. Breakfast spread was good as well.,5,Ocean Palms Goa
7080,Excellent room and service. We got suite room with two balconies which was awesome. The housekeeping service ensured that rooms are clean. Food and service was also good. Oerall it was an excellent stay,5,Ocean Palms Goa
7081,"Hotel is very good, has very good location. Close to Calangute beach. Staff are very polite and cooperative food is very good hotel has good facilities swimming pool is clean. Value for money, will surely recommend this hotel to all my & family ..",5,Ocean Palms Goa
7082,Super Quality food maintenance very good,5,Ocean Palms Goa
7083,Breakfast is very good. The variety and the taste of food is very good.,4,Ocean Palms Goa
7084,The hotel was awesome. Breakfast was so yummy. Total value of my money.,5,Ocean Palms Goa
7085,"We were very comfortable staying, the staff was friendly.",5,Ocean Palms Goa
7086,"Stayed at palm suite for 4 days. Following are the pros and cons of stay: Pros: 1. Great stay at palm suite with great palm tree/green view (top floor). 2. Nice staff. 3. Good service. 4. Recreational facilities: Sports (e. G. TT, carrom etc), GYM, pool. 5. Complimentary Buffet breakfast. Cons: 1. Room door lock did not worked for us and it was later fixed, caused us inconvenience. At one moment room cleaning staff entered the room by using their master key without permission. Buckets/Mug was not provided by default, later provided on request. Drinking water was too costly (INR 24 - 750 ml) manufactured by hotel itself with the brand TAAN. Only 2 bottles was given complimentary. If you go for RO water it is given in used bottles and not in a JUG. Food (Dinner/Lunch) dish options are limited and for us it was too costly.",4,Ocean Palms Goa
7087,"Hotel location OK, breakfast food very nice. Family, couples stay for very nice. Swimming pool and other activities for children. Gym, spa OK. Housekeeping device good. Hotel room clean and nice.",4,Ocean Palms Goa
7088,Only ac is making very noise while it is on. Other things are good. Nice place to stay. Staff behaviour is also good.,4,Ocean Palms Goa
7089,"It's equivalent to a 5 star property rate. The room was very congested for 2 people to stay, bathroom was very congested and very uncomfortable. For the entire 3 nights stay they didn't ask me or offer me the Wi-Fi connection. When I requested for a better room the front office manager ignored it with some lame excuses. Breakfast was horrible, options were too less and quality was poor.",3,Ocean Palms Goa
7090,"what i liked, the service provided by the hotel staff.",4,Ocean Palms Goa
7091,Its a great resort with polite and helpful staff. The guy at reception anthony was very polite and helpful. Breakfast was good. Will rate it 8. 5 of 10. Pool area is bit small. And only disadvantage is its about 3 kms from calangute beach. If u are a couple and feel like strolling calangute beach at night then u need to hire an activa. All round experience was good. Will rate hotel 8 out of 10.,4,Ocean Palms Goa
7092,"Great location, food is good but less variety, service is good",4,Ocean Palms Goa
7093,"Nice hotel with all facilities. Value for money. Best thing was the room. Very spacious and clean with a separate room with sofa TV and a mini refrigerator. Food was excellent. Pool was small. Wasn't expecting this small pool in a 4 star hotel, but didn't really get a chance to use it though. Overall the stay was pleasant.",5,Ocean Palms Goa
7094,"Stay is not worth the money. No friendly behavior from staff, no floor and room hygiene, food options are less and quality is pathetic. I have booked superior room instead got a room worse than home stay. Guys u can stay at a home stay instead of staying here. Not worth the money at all.",5,Ocean Palms Goa
7095,"In the tourist dominated environment of Goa, this hotel is situated at a calm and peaceful location. Exactly what one would expect after spending time at a beach. The staff was courteous and friendly people. There was no hassle in locating this hotel in Calangute. The condition, location, staff treatment was excellent. Check-in/check-out took 5 minutes precisely. We were fully satisfied with the experience at Ocean Palm. Those who would want to enjoy hotel stay after a day in Goa should avail of this hotel services. Market, beach, cab services, bike on rent, all are close to this hotel. Walk-in assured with everything. Makemytrip's recommendation was true and satisfying. Thanks.",5,Ocean Palms Goa
7096,"I have stayed with my family in Ocean Palm for three days and found everything was great, except they charged extra apart from booking cost paid online in advance. I feel its cheating with the customer, charging extra apart from booking value. All those who want to book Ocean Palm make sure before booking or arriving at hotel about charging extra because once you reach you don't have any other option except pay the extra charges.",4,Ocean Palms Goa
7097,"Enjoyed stay at Ocean Palm, various options in complementary breakfast, great place to enjoy with family.
Extra water bottles are chargeable included GST.",4,Ocean Palms Goa
7098,Very good and cooperative staff.,4,Ocean Palms Goa
7099,The place itself is located in the heart of city. Yet the resort itself is very peaceful and pleasant. The beaches are nearby lots of eateries and local market all just next to the hotel. The hotel rooms are spacious and nice. The staff is polite and friendly always ready to help. The pool is clean and nice. It's a big property best suited for quality time. The food is also good but a little over rated. It was over all a wonderful stay.,4,Ocean Palms Goa
7100,"We enjoyed a lot during our stay.
Nice stay at ocean palms.",4,Ocean Palms Goa
7101,"Complimentary breakfast was good.
Room was good with balcony as well.",5,Ocean Palms Goa
7102,No question good hotel for family and friends to enjoy.,5,Ocean Palms Goa
7103,Overall satisfied but rates are quite high w. r. the the service and other stuff. Frequent power disruptions though back up did played its role but the electricity trips were quite obvious in the room. Breakfast options are less if we compare to other regular 4 star properties(general 4 standards). Still I would say overall stay was good. Staff was courteous and helpful. Might consider it as an option to stay again(though not sure :) as we have a lot many options to explore in Goa),4,Ocean Palms Goa
7104,The service and standard of this hotel is outstanding.,5,Ocean Palms Goa
7105,Very good hotel to stay at a very good price.,5,Ocean Palms Goa
7106,"Our family had a great time, nice clean beautiful room, staff are very polite an cooperative an helpful.",5,Ocean Palms Goa
7107,"The hotel is close to the Calangute beach which is the reason to book this hotel .. It looks pretty old from outside and don't be fooled by the photos from MMT. The view outside the room was worse and the chairs in the balcony were not worth sitting .. We booked three rooms one had no heater, AC had no swing option while other had no room card. I had to carry a key around .. Rooms were spacious though. Don't expect too much luxury .. The pool was neat and the restaurant food was just okay .. The service was fast and friendly .. Overall an average hotel to stay for a short visit. And for beach lovers also",3,Ocean Palms Goa
7108,Enjoyed our comfortable stay with family. Spacious and clean rooms. Nice service and good food. Near to Calangute beach. No free pick up from Airport. Courteous staff. Would like to visit again in future. Went there pre Diwali so not much crowded.,5,Ocean Palms Goa
7109,Amazing stay also good facility,5,Ocean Palms Goa
7110,"It’s was a good experience just disappointed with the suite room. But rest of the facilities were fine.
Suite rooms are very average. Worst experience in the suite room. Overall hotel is fabulous. Some improvements should be done for suite room.",5,Ocean Palms Goa
7111,"Stayed their with my wife and 4 year old daughter in palm suite for 2 nights, worth revisiting the place, food at the restaurant was excellent alongwith the ever-cordial behaviour of the entire staff and would certainly recommend fellow travellers for a stay here, worth for the money spent",4,Ocean Palms Goa
7112,Food quality was not good especially fish. Neither food nor other facilities found as per norms of four star hotel.,3,Ocean Palms Goa
7113,"Had a good time, thank you Quality Inn",4,Ocean Palms Goa
7114,Our stay at hotel Quality Inn Ocean Palms was amazing. Nice facilities.,5,Ocean Palms Goa
7115,"Our stay in Goa was made pleasant by this hotel. Breakfast was really good. Rooms were spacious with every facility you need. Swimming pool was not very large but was clean and maintained. Staff was well behaved. There are some indoor sports as well like table tennis, foosball, carrom. Overall it was very nice stay.",5,Ocean Palms Goa
7116,"Value for money, well maintained hygeine, good breakfast, trained and supportive staff.",5,Ocean Palms Goa
7117,Awesome experience with Quality Inn.,4,Ocean Palms Goa
7118,Had a brilliant stay and trip to Goa Ocean Palm resort. The best thing that I liked was our room and breakfast was brilliant. I would like to revisit and definitely recommend my friends as well. The food is value for money and tasty.,5,Ocean Palms Goa
7119,Nice location with a courteous staff. Everything is right next to the hotel. Pool is a bit small but who cares when you have such beautiful beaches. Goa is very lively during the monsoons as well. Thanks.,5,Ocean Palms Goa
7120,"We went there without any expectation but people in there treated me and my wife so well that we felt we were spoilt. Especially Dhananjay and Prathmesh in the restaurant made it more special as personal attentin was paid even to small requests or even on things which were not on the menu. Food was great, specially caramel custard. Just one thing we thought could have been better, the Swimming pool is quiet small though well maintained. Overall staff is very friendly and helpful. Rooms are cozy and well serviced.",5,Ocean Palms Goa
7121,"nd not 4Yakin Shah . Couple Traveller . Feb 02, 2020Hotel staff tries to upsell the rooms for extra and wasted my 45 minutes of time, as we were tired after travel from my city to Goa Airport to the hotel. Hotel manager, when informed this, he has nothing to say but simple sorry. Worst experience in a 4 star.",3,Ocean Palms Goa
7122,"Nice location near to beach with swimming pool and indoor games, enjoying for family. Staff was good and Rooms are maintained.
Besides lift being congested. Stay was good. Room was spacious and comfortable, unique was locker in cupboard to keep your valuable before going to beach. All in all it was pleasant stay with good staff.",4,Ocean Palms Goa
7123,"We stayed in ocean palms for 3 nights. Goo hotel location and very courteous staff. Swimming pool is too small and should be reconstructed.
Staff is good and very courteous. Buffet breakfast is also good",3,Ocean Palms Goa
7124,It was good. Food was great. Property is near Calangute Beach.,4,Ocean Palms Goa
7125,Very happy with our stay highly recommended,4,Ocean Palms Goa
7126,Pleasant stay. Courtous and caring staff. Good rooms and amenities. Breakfast was good,5,Ocean Palms Goa
7127,"Ocean Palms is a fantastic option to stay in North Goa. Located pretty close to Calangute easily walk able, it has one of the most spacious room options we booked the suite room. Property was tidy. Breakfast spread was very good. Employees were very courteous and the service was excellent. Housekeeping was prompt and did a great job. There were no noise issues and we enjoyed the music too. I would definitely recommend this to anyone looking for a good family stay in North Goa.
Liked very spacious, loved the large balcony, excellent prompt service, rooms were cleaned properly, great location. Can be improved condiment supplies tea, sugar etc should keep a little extra, a little more channels in the TV and a bigger size, some more options from the restaurant for the room service.",5,Ocean Palms Goa
7128,I thank company for such a wonderful Goa trip. MMT suggested me best hotel as per my requirement and budget. Their is very helpful for first time visitors.,5,Ocean Palms Goa
7129,"Very nice stay and very good location, room service is very good.",5,Ocean Palms Goa
7130,"Courteous staffs, excellent restaurant, proper amenities provided. Little far from beach.",4,Ocean Palms Goa
7131,room doesnt have a hair dryer. check out timings r very skewed. 2 pm is very late in the day for a check-in,4,Ocean Palms Goa
7132,It is good hotel. Only issue we faced is they did not allowed us for early check in. Location wise it’s is walking distance from the beach. Breakfast is good. Swimming pool is small. The playing instruments need an improvement.,4,Ocean Palms Goa
7133,Good place to stay with family,4,Ocean Palms Goa
7134,Room is quite spacious and clean. The pool is well maintained. The hotel is about 3 km from Calangute. The hotel is quite clean with a polite staff. Their breakfast is fine as well.,4,Ocean Palms Goa
7135,"Nice hotel, nice staff and located in market around beach. Over all good place to stay. Small but beautiful property, rooms amenities are good, well maintained and room are big except Palm room. Breakfast is good but room service menu is not that good.",4,Ocean Palms Goa
7136,For this price the staying was ok.,3,Ocean Palms Goa
7137,Positives 1. Rooms and bed are big 2. Rooms are well maintained 3. Staff is courteous 4. Restaurant serves good veg food. The breakfast spread is good. 6. Book through make my trip or goibibo to get deals better than what hotel can give directly. Negatives 1. Renovation work was going on next to our room. We have two kids and still they gave us that room. They did not stop the work even when we repeatedly complained. That was a torture. Also AC was not cooling well.,5,Ocean Palms Goa
7138,Safety measures was followed and it was nice stay in this place. Food was awesome. Very kind behaviour of staffs,5,Ocean Palms Goa
7139,Proper safety measure were noticed,4,Ocean Palms Goa
7140,Good and clean resort. Limited choice for vegetarians as far as food is concerned. Location is close to beach. Entrance is in a bylane and not on the main road. Soft spoken and hospital staff. Hidden charges in upgrading you.,4,Ocean Palms Goa
7141,Walking distance to Calangute Beach. Very good food and variety. Nice walk around space in hotel area. Overall all a good package with friendly staff.,5,Ocean Palms Goa
7142,The food was good the staff was very polite and helping the rooms were a bit small but well maintained,4,Ocean Palms Goa
7143,"It's a good place to stay and enjoy the surroundings. One thing i didn't like about the food, is the veg non veg food cooking together by same cook. Over all experience was good.",5,Ocean Palms Goa
7144,Good for family and children friendly. Nice and clean room and washroom.,5,Ocean Palms Goa
7145,Travelled in off season time. Should have planned to visit in season time.,4,Ocean Palms Goa
7146,"Had a wonderful stay at ocean palms Goa. Everything good .. All amenities and food was value fr money. Its good for all groups, family and couple .. Very peaceful and clean hotel. Will surely recommend others to stay at this hotel.",5,Ocean Palms Goa
7147,"We enjoyed our stay here. The check in was very smooth, the breakfast is decent, service is quite good.",4,Ocean Palms Goa
7148,"I was there for 2 night location and Wi-Fi was good but view was not. Other services was not good enough like no free extra bed for child, taste less and too costly food but breakfast was superb. Swimming pool was very good but there was no arrangement of sunbath. Staff was very helpful.",3,Ocean Palms Goa
7149,"Very well maintained hotel, location is also an asset, and bottom line is dont Miss the breakfast served by them.",5,Ocean Palms Goa
7150,Hotel staff was extremely cooperative friendly. We had health situation during our trip in which hotel staff has supported us like family. Overall facilities in hotel were very good.,5,Ocean Palms Goa
7151,"I never liked But second was goodNatasha Fernandes . Couple Traveller . Jan 27, 2018The Hotel is worth a 5 star hotel. Good amenities. Children pool is little small But over all I loved it. Breakfast first day I never liked but second was good. The Receptionist is very sweet by nature ...",5,Ocean Palms Goa
7152,Room was good but services are not up to the mark. Foods are costly. Breakfast was good. Location is not near to beach. Its 2. 5 KM away . Staff Behaviour was nice. TAxi services are too bad from Hotel & costly. Price as per facility is higher. Overall Avergae Hotel.,3,Ocean Palms Goa
7153,"Rooms are small, staff is not courteous, swimming pool staff is missing and people are allowed with out costumes and some are. Reception staff is not at all courteous. Spa is good, play area is good",2,Ocean Palms Goa
7154,Planned for a 4 day trip and hotel was near to Calangute beach. Lots of hotel and super markets were available and the breakfast was the highlight of all.,5,Ocean Palms Goa
7155,It good to visiting with family,4,Ocean Palms Goa
7156,It's very difficult to make people understand about the social distancing and other safety guidelines due to corona.,4,Ocean Palms Goa
7157,It was a great experience with the hotel. The surrounding was good. And the main thing the hotel was very near to the beach. Just the walking distance. The room and the facility provided by the hotel was good.,4,Ocean Palms Goa
7158,Good hospitality.,4,Ocean Palms Goa
7159,"The best part of this hotel is the location, the room size and the buffet breakfast. The staff were very friendly and the check in check out experience was easy. Rooms were very clean and the in house facilities made our stay perfect. I would definitely be staying in this hotel on my next visit to Goa.",5,Ocean Palms Goa
7160,Hotel location is in center of Town. Everything is easily available. Nice food and services provided.,5,Ocean Palms Goa
7161,"The hotel is just concerned about earning money and policies of non refundable bookings. Zero logic used. I booked the hotel and within half an hour i had to cancel my plan due to an emergency. They first said write and email and we will try to do something, and later flatly refused to refund our money. I requested them to refund for 1 out of 2 days booking amount, but it was quick money earned for them so they were not concerned at all. At times like these, you get to know how people friendly the hotel is, and i got first hand experience. Don't waste your money and stay at this hotel.",1,Ocean Palms Goa
7162,Food Quality and variety is very good. I loved it.,4,Ocean Palms Goa
7163,"Fantastic stay, well connected, nicely located.",5,Ocean Palms Goa
7164,"Food, staff, rooms everything was perfect. Overall very much happy with the service.",5,Ocean Palms Goa
7165,"Even while cleaning room, staff is maintaining standards",4,Ocean Palms Goa
7166,"Stay was OK, location is great. Food was really bad. Gym had broken machine. Pool is too small.
Nice balcony.",3,Ocean Palms Goa
7167,"We stayed in suite for 5 days, stay was most comfortable, rooms were clean, food was good, location is good 10 mins walk from Calangute beach. Staff are eager to help you with everything at all times, all the staff are very polite and they keep smiling. A very good overall experience.",4,Ocean Palms Goa
7168,"Service of staffs were good. We had a stay for a day and they were accommodated to our requests. Hotel view may not attract from outside but it is still accessible to nearby beaches like Calangute, Baga etc. From there we rented a bike and roamed around to all the beaches, forts etc. Overall it was good.",3,Ocean Palms Goa
7169,Location is good. Market area is near by. Cleanliness is good. Food is also good. Calanguate beach is near by and few more veg restaurants are there in near by area. So its a good choice for your stay,5,Ocean Palms Goa
7170,"Very nice location and place to explore with friends and family, nice staff well mannered, neat and clean swimming pool with clean dresses, extra amenities for children's",5,Ocean Palms Goa
7171,"Good resort, good location, nice behavior of staff polite enough. Close to beach and easily accessible to other beaches. Room was comfortable. Every day cleaned. Room freebies were good. The swimming pool was very good. Likewise the multi gym, play area were good. The breakfast menu was good though free the hotel made it very rich and tasteful.",4,Ocean Palms Goa
7172,"The property is very very nice and staff is very polite. Service is also very good and fast and rooms are also big and clean and ac, tv all in working condition.",5,Ocean Palms Goa
7173,I travelled with my family and stayed in the quality Inn. The hotel is located in the centre of Calangute market. Quality inn staff is extremely friendly and the food is very hygienic and great taste. I would highly recommend this hotel for any goa traveller.,5,Ocean Palms Goa
7174,Location was good and all staff are very supportive great stay for couple memorable trip in ocean palm very big place for parking. Very helpful staff in ocean palm nice and clean swimming pool . .,5,Ocean Palms Goa
7175,"The property is very well maintained, staff is very much courteous, cleaning 10/10, location is superb. For sure recommended for family trip with kids.",5,Ocean Palms Goa
7176,"Nice hotel for a family, stay with all the amenities, like swimming pool, gym, play area, spa, etc. Location is good nearby to Calangute beach, good restaurants, dee cathalon.",4,Ocean Palms Goa
7177,"Nice stay, value for money, but faced bit problem in room, please improve cleaning and repair water logging in room. Also try to provide shared taxi etc to travellers, breakfast was very good so is dinner! Beach is just 10 minutes walks away. I will recommend to stay there once.",4,Ocean Palms Goa
7178,"Location is good, breakfast is very good and healthy, swimming pool so clean, all hotel staff is very helpful, service provide is very nice, hotel is near to beach and taxi is available here, so that my trip was enjoyable.",5,Ocean Palms Goa
7179,"Nice hotel, good room and breakfast.",5,Ocean Palms Goa
7180,"We booked this hotel for 3 nights and booked the suite. The suite was very disappointing and depressing. No natural light or view. Haf one balcony which was overlooking an abandoned building and another under renovation. After 2 nights and the constant push to the hotel folks, they moved us to a different section where the suite was much better. If you are looking to book, don't expect much from the room or hotel. The pool is pretty small and breakfast monotonous. The good thing, however, was that the staff was extremely courteous and it is walking distance from the beach and has a lot of shacks around the hotel. Also, book a regular pool view room as compared to the suite.",3,Ocean Palms Goa
7181,Stay was excellent but the speed of service needs to be improved. Cost of food was on higher Side.,5,Ocean Palms Goa
7182,The only good part about this resort was the beach. Service is non existent. Rooms were not cleaned properly. Food was good but expensive. There was no AC so in day time it was really impossible to stay inside the room. The beach was beautiful but the resort can actually improve a lot. I also found the host to be rude!,2,Ocean Palms Goa
7183,"I came here first time, and feel relaxed in this hotel after whole day flight. I was little disappointed with breakfast variety. Otherwise. Overall good to stay.",4,Ocean Palms Goa
7184,"Best part is Location near to beach ..
Buffet bkfast was average, low on Options
Swimming pool just for Namesake ..
However not a 4 star property
If you get a good deal then only book it otherwise not.
Need to mention a less helping receptionist named ‘Anthony’, At my check out it was taxi strike in Goa, I asked him for help .. He simply said to me ‘Go out and contact private taxi they may help you. Not happy with his response ...",4,Ocean Palms Goa
7185,"I stayed here for one days. Lovely experience being here. Rooms are good, clean, service is excellent. The staff very courteous and efficient. I'm happy choosing this resort. I would definitely recommend this place.",5,Ocean Palms Goa
7186,"Good location, clean hotel with swimming pool, gym, TT, carrom board available. Food quality and service are really good.",5,Ocean Palms Goa
7187,"I have only one word for this hotel awesome.
As a customer I recommend this hotel to everyone. You can go with you family here for a Nice experience. The staff was very good and breakfast was very yummy.",5,Ocean Palms Goa
7188,"Location, great location for all necessary needs. Beach, store like Delfinos, Newton's and Decathlon are near by. Food is expensive but just walk out of the gate you will get many options. Service is really good and very supportive staff.",5,Ocean Palms Goa
7189,"Stayed for 2 nights. Overall decent room although we didn’t get the room with balcony. Breakfast variety was good. Hotel is located at North Goa, happening place for night life lovers.",5,Ocean Palms Goa
7190,"Nice hotel, good food, nice break fast",4,Ocean Palms Goa
7191,"Everything in the hotel was good and made my stay a pleasant one.
Room was all good. But some associates in the reception counter, needs some more grooming, in terms of customer service.",4,Ocean Palms Goa
7192,Nice food and swimming and nice stay in hotel.,5,Ocean Palms Goa
7193,"Being in the centre of college, beach nearby 1 km, it was nice place to move around. Though the rooms were not tallying with the pictures, overall it was a comfortable stay with nice food and all.",5,Ocean Palms Goa
7194,So. Hygiene,5,Ocean Palms Goa
7195,Nice location with good amenity,5,Ocean Palms Goa
7196,"We have nice stay at the hotel, all the staff are very welcoming. Hotel is located at very convenient location about 1 km from Calangute Beach, and have all recreation facilities including swimming pool, gym, games zone, nice breakfast spread, and overall good hotel to stay.
Quality of towels need to be improved.",4,Ocean Palms Goa
7197,"Going Goa is always wonderful.
Residing in the Ocean Plams was of good experience.",4,Ocean Palms Goa
7198,"I and my wife stayed here for three days and it was a memorable time. Nice staff members, full of friendliness and hospitality - Sheetal, Antony and others. The cab driver Mr Kedar was so friendly and informative about the place as well. The hotel is also at a good location - Calangute and Baga in the vicinity. Mr Ali well assisted with renting the car. Scotties also easily available! Food though needs improvement.",5,Ocean Palms Goa
7199,We were checked in for 4 days in this hotel. There are certain points I need to highlight- 1. Great location. 2. Staff behavior is so nice. 3. Food quality and variety is awesome. 4. Hotel cleanliness is up to the mark. Overall we had a great experience staying here.,5,Ocean Palms Goa
7200,"Good location near to market and beach. Staff, facilities, food, especially room service everything is perfect. Unforgettable stay.",5,Ocean Palms Goa
7201,"Very friendly staff, near the beach as well and live events too.",5,Ocean Palms Goa
7202,"When I say this, I mean it. This hotel is very particular about their customers needs. Very generous and humble staff and service was awesome",5,Ocean Palms Goa
7203,"The cleanliness of the room was superb. No flaw. The amenities were all given and sufficed us, and quality was high grade. Also the hotel premises was well maintained and clean. Definitely will recommend to all if wish to stay at Goa or Calagunt. Price was higher side.",5,Ocean Palms Goa
7204,Nice hotel and location is also great and food was delicious,5,Ocean Palms Goa
7205,The hotel is not very convincing.,1,Ocean Palms Goa
7206,"Nice stay, warm people and food is also good.
Nice location, service and staff.",5,Ocean Palms Goa
7207,"Ocean Palms Perfect Destination for Holiday and it is in the center of Calangute area. Very helpful stuff and Reception people are good too.
Rooms are clean and neat. All basic amenities are available
Had a Great Stay ... Look forward to visit again.",5,Ocean Palms Goa
7208,"Extremely comfortable stay. The room was great, so was the service. Special mention about the bread spread, it was awesome. Each and every query answered. Only disappointing thing was, we were not given a pool view room. Will come back for sure.",5,Ocean Palms Goa
7209,"Good and clean, nice staff, provided variety of breakfast.",4,Ocean Palms Goa
7210,"Last time, we stayed at South Goa so wanted a place near Baga/ Calangute. We stayed at Ocean Palm for 3 days. It is well situated within close proximity to Calangute & Baga. Hotel is cool and calm & well surrounded by trees which makes it relaxed place to spend days. Rooms are clean and neat. All basic amenities are available. The main advantage is, once you step out you are into main area of Calangute.",4,Ocean Palms Goa
7211,I liked the hotel very much. All staff were good and cooperative. But be careful while booking cab. Breakfast was good. All the best Anthony for cooperation. All the best Ocean Palms.,5,Ocean Palms Goa
7212,"The food, service and stay was excellent overall. We were in room by the bed was not king size actually as per description, they joined two beds nd made it. MakeMyTrip should also include the floor number so we can make choice in that. The room alloted to us was on 1st floor but we were expecting on high floor as the view would be better but the reception was kind to change our room to higher floor. We got call for spa and as I asked the spa lady that do I have separate massagers for ladies and gents that time she said yes but at the time of massage for my boy friend it was done by lady and I was so upset. They gave me wrong information. It is located far from beaches you have to take taxi or if I can drive you can take bike.",5,Ocean Palms Goa
7213,All facilities are superb. Cleanliness and room facility is good.,4,Ocean Palms Goa
7214,"Good service and breakfast were very good. It's staff also very kind. Its service is very good. Very good stay. It is a very good 5star hotel. Swimming pool, gym, spa center are also included in this hotel.",5,Ocean Palms Goa
7215,We stayed in a suite and the facilities like room service. Restaurant and staff are humble and generous. We had a good time and connected with new people.,5,Ocean Palms Goa
7216,"Nice stay, value for money, staff behavior is also nice.
Menu items in breakfast should have more variety.",4,Ocean Palms Goa
7217,Short distance to all nearby beaches and attractions. Rooms are old fashioned but clean. Breakfast was excellent. Overall good experience.,4,Ocean Palms Goa
7218,"Good food, clean rooms, 800 meter from beach and very supportive staff.",4,Ocean Palms Goa
7219,Food is not upto the mark. Its a good hotel but certainly not a good hotel as claimed.,4,Ocean Palms Goa
7220,Good everything.,5,Ocean Palms Goa
7221,Hotel was not crowded so there was ofc social distancinhg. Staff is very helpful and courteous. Clean and neat,5,Ocean Palms Goa
7222,"The location is good, the rooms are clean but the beds and linen are not all text great.",3,Ocean Palms Goa
7223,Nice hotel and friendly staff,5,Ocean Palms Goa
